3.78964350e-03,1.19172127e-03,-5.76448031e-04,1.09733894e-03,7.92077489e-04,1.93837664e-03,-1.04016741e-04,1.49570059e-03,2.19128918e-04,-1.86077325e-04,5.78806902e-04,1.11662228e-03,-2.58382812e-04,1.49017575e-03,-7.96635218e-04,2.09930995e-04,1.48764180e-04,7.10389638e-04,-2.55103763e-03,5.37164710e-05
1.19172127e-03,4.66840668e-03,6.42975040e-06,-4.72782695e-04,1.48210523e-03,-1.49695476e-04,-7.29793427e-04,8.73694552e-04,2.09154967e-05,-1.05665204e-03,7.06400677e-04,-1.96808847e-03,1.91978253e-04,3.78090474e-05,-8.14318861e-04,4.82465753e-04,1.48361424e-04,1.42163018e-03,-1.87715008e-03,-4.55133199e-04
-5.76448031e-04,6.42975040e-06,3.25038635e-03,8.42897198e-05,-1.32301487e-03,-1.63357349e-03,3.62000638e-05,-6.79525371e-04,-8.95267938e-04,1.32026360e-04,-4.99064875e-04,-6.30414966e-04,9.65599091e-04,-9.91749685e-04,2.46232207e-04,4.07153305e-04,-6.80033297e-04,-1.43356912e-03,4.63874104e-04,-5.21347561e-04
1.09733894e-03,-4.72782695e-04,8.42897198e-05,3.71341612e-03,-1.18949774e-03,-9.18430107e-04,-1.45433987e-04,6.81145585e-04,-1.17369439e-03,-4.98404423e-04,-1.49858835e-04,-2.96443973e-04,1.72177446e-03,1.43472964e-04,-9.14488146e-04,8.45500422e-05,1.00749479e-03,8.52736887e-04,-8.02055276e-04,-5.58221116e-04
7.92077489e-04,1.48210523e-03,-1.32301487e-03,-1.18949774e-03,5.27364327e-03,1.49668680e-03,9.99781548e-04,5.95108627e-04,6.83612575e-04,-1.61039034e-03,1.36425678e-03,-9.45715151e-04,-5.73409341e-04,1.62260339e-03,-1.15596212e-03,6.18135549e-04,-1.04172339e-03,5.60496888e-04,-1.42693755e-03,4.93950654e-04
1.93837664e-03,-1.49695476e-04,-1.63357349e-03,-9.18430107e-04,1.49668680e-03,6.07078998e-03,1.60519772e-04,1.48393758e-03,1.98486133e-03,-5.93172416e-04,2.13150623e-03,2.43870748e-03,-2.87979121e-03,1.53661434e-03,-5.82727496e-04,7.73597021e-04,-9.45167241e-04,1.82940569e-03,-9.33675437e-05,6.27888809e-04
-1.04016741e-04,-7.29793427e-04,3.62000638e-05,-1.45433987e-04,9.99781548e-04,1.60519772e-04,3.47475936e-03,-3.85404193e-04,-2.37085571e-04,-3.53642008e-04,-2.26577605e-04,-1.21691884e-04,4.97441072e-04,3.05979637e-04,3.58059229e-04,7.90897722e-05,-1.22056159e-03,-1.61272266e-03,1.08854890e-05,-2.23055323e-04
1.49570059e-03,8.73694552e-04,-6.79525371e-04,6.81145585e-04,5.95108627e-04,1.48393758e-03,-3.85404193e-04,4.70368031e-03,-9.56730922e-04,-3.86024705e-04,1.79169711e-03,4.50760112e-05,6.23375367e-04,8.89994372e-04,-9.61396554e-05,7.04275923e-04,8.23309049e-04,1.18975097e-03,-7.35556764e-04,-3.00056494e-04
2.19128918e-04,2.09154967e-05,-8.95267938e-04,-1.17369439e-03,6.83612575e-04,1.98486133e-03,-2.37085571e-04,-9.56730922e-04,4.26911218e-03,-1.17044759e-04,2.34054422e-04,1.08431736e-03,-1.95177248e-03,1.19811153e-03,-4.32415602e-06,-4.89931615e-04,-3.25280080e-04,1.87345504e-03,-4.05580120e-05,1.36137621e-03
-1.86077325e-04,-1.05665204e-03,1.32026360e-04,-4.98404423e-04,-1.61039034e-03,-5.93172416e-04,-3.53642008e-04,-3.86024705e-04,-1.17044759e-04,4.06384963e-03,-1.88719985e-03,7.70564969e-04,3.20996143e-04,-4.05866042e-04,4.31436952e-04,-1.12783346e-03,9.77789471e-04,-9.61831622e-04,1.82574956e-04,1.87808133e-04
5.78806902e-04,7.06400677e-04,-4.99064875e-04,-1.49858835e-04,1.36425678e-03,2.13150623e-03,-2.26577605e-04,1.79169711e-03,2.34054422e-04,-1.88719985e-03,4.04408761e-03,5.16924352e-04,-9.45739104e-04,8.78116661e-05,-5.85910293e-04,1.33546730e-03,-7.10687502e-04,4.27530184e-04,4.30709075e-04,3.00454873e-04
1.11662228e-03,-1.96808847e-03,-6.30414966e-04,-2.96443973e-04,-9.45715151e-04,2.43870748e-03,-1.21691884e-04,4.50760112e-05,1.08431736e-03,7.70564969e-04,5.16924352e-04,5.93408698e-03,-1.14945966e-03,1.93501054e-04,-4.66443994e-04,-2.25162482e-04,-3.53115954e-04,-1.25543317e-03,7.92550406e-04,6.56347219e-04
-2.58382812e-04,1.91978253e-04,9.65599091e-04,1.72177446e-03,-5.73409341e-04,-2.87979121e-03,4.97441072e-04,6.23375367e-04,-1.95177248e-03,3.20996143e-04,-9.45739104e-04,-1.14945966e-03,4.78409246e-03,8.16841483e-05,-8.01718147e-05,-6.00665672e-04,1.24612916e-03,-8.57049966e-04,-2.20047252e-04,-7.70003332e-04
1.49017575e-03,3.78090474e-05,-9.91749685e-04,1.43472964e-04,1.62260339e-03,1.53661434e-03,3.05979637e-04,8.89994372e-04,1.19811153e-03,-4.05866042e-04,8.78116661e-05,1.93501054e-04,8.16841483e-05,3.52240773e-03,-6.50721125e-04,2.97218379e-04,-4.96554744e-04,8.54814419e-04,-1.12944310e-03,4.69477036e-04
-7.96635218e-04,-8.14318861e-04,2.46232207e-04,-9.14488146e-04,-1.15596212e-03,-5.82727496e-04,3.58059229e-04,-9.61396554e-05,-4.32415602e-06,4.31436952e-04,-5.85910293e-04,-4.66443994e-04,-8.01718147e-05,-6.50721125e-04,3.12670918e-03,-2.36160916e-04,-1.24088877e-04,-5.10081483e-04,6.58496457e-04,-1.24713997e-04
