8.79240856e-02,1.27321789e-02,-2.20730882e-02,6.97149113e-02,-8.85705724e-02,-3.70471925e-02,8.19049105e-02,-2.38562599e-02,-1.22365840e-01,1.38639621e-02,8.71130377e-02,-7.65304640e-02,-9.00669023e-02,-1.21242255e-01,-6.89482316e-02,7.01478347e-02,5.88063411e-02,9.81110260e-02,1.06290326e-01,-5.17039886e-03,1.05938695e-01,1.15859225e-01,-1.09409243e-01,4.58555594e-02,-4.62220535e-02,1.17442712e-01,-6.41007870e-02,-9.90225673e-02,2.29393914e-02,-7.61898160e-02,1.10130161e-01,-1.01035342e-01,4.54708375e-02,-9.28597078e-02,-4.35742997e-02,1.28212392e-01,3.33861411e-02,-6.68667480e-02,1.21599631e-02,9.02850628e-02,-9.94534492e-02,8.53740945e-02,8.94440264e-02,-2.06632409e-02,4.44407202e-02,8.27976242e-02,-9.81851891e-02,-3.91860232e-02,5.65569438e-02,-3.74692790e-02
8.74230191e-02,7.56437331e-02,-2.49842405e-02,1.00342236e-01,7.71379396e-02,6.67460039e-02,-3.37384716e-02,-1.02117494e-01,1.52259199e-02,-5.76151311e-02,-7.24507496e-02,3.93676758e-02,5.26994094e-02,-1.22493252e-01,5.72820827e-02,-1.65832993e-02,3.20862606e-02,-8.95107463e-02,7.50800520e-02,-3.81350257e-02,-6.59071952e-02,-9.93985757e-02,-5.22516370e-02,-5.06771654e-02,-1.14540551e-02,9.41372067e-02,-8.92895982e-02,-1.05068468e-01,1.96811371e-02,8.87598842e-02,7.21850544e-02,-1.35028977e-02,6.16753250e-02,-9.46819112e-02,-1.10874854e-01,-1.10340387e-01,4.09664214e-02,-6.18081652e-02,-8.24068114e-03,2.34995596e-02,1.22857966e-01,6.32733107e-02,-1.24519974e-01,-8.71068835e-02,-2.81206351e-02,-1.27811953e-01,-9.59653929e-02,1.19904950e-01,-6.96844375e-03,-1.23326711e-01
-1.20486684e-01,3.16315815e-02,3.55906156e-03,1.06702186e-01,1.44411817e-01,3.23644914e-02,1.88505612e-02,-1.18588693e-01,6.67840317e-02,-9.46454704e-02,-2.84092501e-02,1.18785687e-01,1.09957702e-01,-2.40879208e-02,-6.81593716e-02,-3.78053151e-02,5.62865324e-02,-1.04969770e-01,1.09511174e-01,1.32608816e-01,-3.16339247e-02,7.04359263e-03,1.17729880e-01,1.03542738e-01,-8.44752491e-02,-4.72051352e-02,-6.45217001e-02,4.46198583e-02,6.25830963e-02,1.10374622e-01,4.14596125e-02,1.00539945e-01,3.17802355e-02,-8.63728449e-02,1.06377572e-01,-1.04730323e-01,-8.11016560e-03,9.78157967e-02,-3.38233449e-02,8.96992087e-02,-4.59070802e-02,1.25420138e-01,-4.11439054e-02,-9.24237967e-02,-8.09666887e-02,3.17298211e-02,-8.55409205e-02,1.64741818e-02,-1.04061030e-02,1.13531284e-01
-2.26951521e-02,-7.44842514e-02,-4.79914341e-03,-7.23633841e-02,-2.50377432e-02,-1.23231240e-01,9.55279097e-02,1.67314485e-02,7.45696649e-02,1.03537187e-01,2.42193006e-02,-8.90237167e-02,2.64866333e-02,5.65740876e-02,1.57568138e-02,5.18672988e-02,-6.22528903e-02,4.94669192e-03,3.98537032e-02,6.54907525e-02,-3.10473908e-02,2.14655884e-02,1.10616855e-01,-1.16894208e-01,-1.28263012e-01,2.44562570e-02,1.25835150e-01,6.32216968e-03,3.59129608e-02,4.55278382e-02,-3.33608943e-03,-5.24015771e-03,-3.87632139e-02,-3.06846257e-02,-2.62909792e-02,-3.93522903e-02,-9.49478745e-02,7.17168301e-02,-9.01590958e-02,3.43940817e-02,1.05212480e-01,-5.65841421e-02,1.27697587e-01,2.72198413e-02,-8.09350833e-02,1.44751323e-02,8.89103487e-02,-1.39418513e-01,4.53306213e-02,-1.66779421e-02
8.95238742e-02,6.07137494e-02,-2.43128836e-02,-1.55592049e-02,-1.18250325e-01,2.65591405e-02,1.18593663e-01,-5.78869209e-02,-1.22911230e-01,8.45127255e-02,2.20111515e-02,-1.30003884e-01,-1.82283658e-03,-2.32226239e-03,-2.56666038e-02,8.02258495e-03,1.09096043e-01,2.68664565e-02,2.14283355e-02,5.97070903e-02,-1.21964470e-01,9.64326784e-02,6.70382753e-02,-1.13325745e-01,-1.21365547e-01,1.19789496e-01,3.19657065e-02,-1.08468436e-01,-2.32644994e-02,-3.07729039e-02,-8.59707668e-02,6.25533462e-02,1.04928516e-01,5.91563471e-02,-1.44737335e-02,-8.63349140e-02,-1.04102954e-01,4.46150675e-02,-6.31303787e-02,9.57694650e-03,-1.14930375e-02,1.02558598e-01,-8.69126394e-02,6.21958077e-03,-1.17746919e-01,-7.71621466e-02,-7.72964656e-02,8.70240480e-03,-5.97805455e-02,6.60343096e-02
-6.19257241e-02,7.91335944e-03,4.77257147e-02,9.95022804e-02,1.28149092e-01,1.27855137e-01,1.15931615e-01,-8.15709010e-02,3.98954116e-02,-9.92569774e-02,-1.24066763e-01,-1.26952544e-01,-1.03666801e-02,5.39204665e-03,-1.74857136e-02,-9.74066630e-02,1.49520887e-02,-3.84174734e-02,3.78217772e-02,4.89952974e-02,1.19473087e-02,1.05907008e-01,-7.12192431e-02,8.69568810e-02,1.05777837e-01,4.83844839e-02,-9.25051197e-02,-9.47868749e-02,-9.26855281e-02,1.07857697e-02,2.23667398e-02,8.57857317e-02,-1.19089581e-01,9.22617763e-02,3.18306424e-02,7.25562200e-02,-4.58259135e-02,-5.58983609e-02,-9.51167867e-02,-2.42793299e-02,5.02071381e-02,-8.04540962e-02,8.98594968e-03,-7.26140738e-02,-6.52416721e-02,1.22279085e-01,-1.27564017e-02,1.28673390e-01,1.09308157e-02,2.29613725e-02
1.17820524e-01,7.50955045e-02,2.30070371e-02,-1.22486211e-01,1.28173292e-01,-1.01395868e-01,-3.20217088e-02,6.03421517e-02,9.81126577e-02,4.12222147e-02,7.08318427e-02,1.18494347e-01,1.21036805e-01,1.02263046e-02,-6.21594824e-02,1.28708743e-02,5.85283674e-02,-1.29762664e-01,-4.78918813e-02,-2.01241970e-02,1.15334481e-01,-1.20960020e-01,-8.33636075e-02,-5.55882603e-03,1.06320873e-01,2.12530866e-02,4.21202593e-02,1.20429114e-01,5.03290184e-02,6.30766749e-02,-1.04827881e-01,1.22020490e-01,-9.09769610e-02,6.07269444e-02,4.40846011e-02,-7.47651001e-03,1.14604726e-01,-1.28110677e-01,-5.06989285e-02,8.80358741e-02,1.00962967e-02,1.15850858e-01,8.73200223e-02,-1.79866441e-02,-9.53291077e-03,-5.03177643e-02,2.90715955e-02,-6.49659932e-02,-6.62945304e-03,1.20251961e-01
-6.72271997e-02,6.93024993e-02,-1.08233340e-01,1.01727411e-01,5.49026281e-02,-2.94616595e-02,1.22092776e-01,-1.52765708e-02,9.19927284e-02,5.21097183e-02,1.56849641e-02,-4.93985713e-02,-4.23480291e-03,-9.40222070e-02,-1.26050189e-01,-4.82351594e-02,1.71675533e-02,1.11902975e-01,7.42413029e-02,3.63520309e-02,-7.05363154e-02,-5.89567758e-02,1.05586991e-01,4.27681506e-02,4.04633172e-02,-4.37032469e-02,-1.22729920e-01,1.20161988e-01,1.05689280e-01,8.09081644e-03,8.30684155e-02,-1.23590641e-01,8.33312497e-02,-1.16295300e-01,-6.25709668e-02,1.47542858e-03,-9.35953483e-02,1.20298183e-02,1.00198813e-01,-9.23010036e-02,7.48590380e-02,-1.28630251e-01,-3.85535546e-02,1.16842940e-01,-2.77025867e-02,-1.26709878e-01,1.09745644e-01,3.06441989e-02,-1.13666415e-01,-8.45272839e-03
9.14436858e-03,1.03008740e-01,-1.02655187e-01,6.42180908e-03,-1.25825003e-01,2.68702246e-02,5.33265620e-03,2.89093796e-02,1.17913194e-01,1.22554101e-01,-1.14651531e-01,1.35207986e-02,5.94866872e-02,7.72584975e-02,6.02759514e-03,2.20095981e-02,-9.22119990e-02,5.57664856e-02,-1.29700929e-01,-6.96992129e-02,-2.18969658e-02,-5.37264384e-02,-4.43870798e-02,-1.39264420e-01,-1.28522471e-01,-4.43155058e-02,9.32263583e-02,8.98299217e-02,5.64227067e-02,2.94076521e-02,1.05398364e-01,7.64385390e-04,1.28578052e-01,-2.85281846e-03,-1.62464622e-02,4.87021133e-02,-6.60156086e-02,1.64368190e-02,7.03646392e-02,4.18287516e-02,-5.77127114e-02,1.29649058e-01,-1.18986918e-02,6.14332296e-02,-1.00715868e-01,3.56025770e-02,-2.34506801e-02,-4.45677564e-02,2.42026858e-02,1.28459707e-01
-1.91914607e-02,9.12859663e-02,-3.12885176e-03,1.43135980e-01,5.10279983e-02,-8.63760486e-02,-9.20042247e-02,1.01280222e-02,4.98608537e-02,1.98182091e-02,-4.10079621e-02,9.03313309e-02,1.18435837e-01,3.98212597e-02,8.95760804e-02,-3.60426903e-02,6.84609860e-02,8.70139673e-02,3.16371843e-02,-1.44044966e-01,-1.11859590e-01,4.48203646e-02,1.37156500e-02,7.22642168e-02,-8.39451104e-02,7.18768835e-02,1.42111955e-02,7.22601786e-02,-5.44814803e-02,8.37524701e-03,9.23302919e-02,-8.69607031e-02,3.26599889e-02,1.24045387e-01,-4.64864075e-02,-4.58981283e-02,5.11788949e-02,-1.06688172e-01,-7.78451189e-02,3.21543850e-02,1.13475872e-02,-9.89111736e-02,8.04946125e-02,-4.20795567e-02,-1.31804928e-01,1.20398112e-01,8.47292840e-02,7.87872896e-02,1.17375970e-01,5.44938371e-02
