3.61578874e-02,-1.13161713e-01,-1.26293093e-01,1.30703539e-01,1.91746294e-01,-1.81849331e-01,1.92954302e-01,-1.65110707e-01,-9.28490087e-02,-1.72632277e-01,-7.74446577e-02,2.38671005e-02,-1.60159230e-01,-7.83992112e-02,-1.04687683e-01,-8.50301310e-02,1.35602996e-01,1.84698347e-02,1.76487431e-01,-1.91061050e-01
-9.47842225e-02,1.40885860e-01,-5.81745096e-02,-1.30296990e-01,-1.72660053e-01,-2.49969270e-02,-1.54440269e-01,-3.20284776e-02,-8.94437432e-02,-1.06483944e-01,1.36950170e-03,2.05761135e-01,1.06610082e-01,-6.02624305e-02,1.41064048e-01,-2.05552682e-01,-6.57710880e-02,-1.21681988e-02,6.54118210e-02,-1.03802513e-02
1.41923010e-01,8.71851295e-02,-8.55976343e-02,-1.60639495e-01,-1.00822650e-01,1.22894406e-01,1.48948699e-01,2.04645693e-01,-6.63475022e-02,-1.75982386e-01,8.53349790e-02,1.27960861e-01,-1.68334961e-01,-1.14193857e-01,-9.76690557e-03,1.98558077e-01,4.73575108e-02,-1.10794447e-01,-1.86952055e-01,-1.94034547e-01
-1.10359050e-01,6.67840540e-02,1.34822741e-01,-9.27514583e-02,-2.18538538e-01,4.05489355e-02,5.12271337e-02,1.39342308e-01,5.69360927e-02,7.31384456e-02,3.76168340e-02,-1.06939571e-02,-1.20644167e-01,-6.19020946e-02,7.39342347e-02,-8.59848633e-02,1.55237421e-01,9.74571053e-03,1.21477703e-02,1.13842867e-01
6.85457587e-02,2.02715158e-01,-1.31731346e-01,-1.30891308e-01,-5.64477295e-02,-1.99013501e-01,4.05624807e-02,1.97986230e-01,6.33459836e-02,-6.19424991e-02,1.61863938e-01,3.87075320e-02,4.48432080e-02,-1.23878449e-01,-5.80885075e-02,1.17716499e-01,4.07308377e-02,8.77424851e-02,1.47291645e-01,9.71413255e-02
-3.08990758e-02,-1.72826633e-01,8.20066184e-02,8.26328993e-02,1.15025602e-01,1.00411884e-01,-3.82905044e-02,-3.11658829e-02,1.93619773e-01,1.64870188e-01,-3.18993255e-02,-5.70932999e-02,-8.83027464e-02,1.84239537e-01,1.38465511e-02,1.99917540e-01,-2.60273535e-02,9.65083465e-02,1.95804790e-01,2.06458002e-01
3.50786373e-02,-9.81347039e-02,-1.22125119e-01,1.12544462e-01,1.26417100e-01,-1.44051418e-01,2.15880275e-02,2.11475730e-01,-1.43857747e-02,-1.66596174e-01,8.38034302e-02,1.46815732e-01,2.07119614e-01,5.94657473e-02,-2.54808832e-02,1.89731102e-02,2.07230583e-01,2.05482602e-01,8.28828365e-02,1.98838621e-01
1.34522244e-01,1.59212843e-01,-8.25728253e-02,1.84168994e-01,-8.22658243e-04,1.89504713e-01,-1.63292289e-01,1.25319868e-01,-5.17985150e-02,1.36770844e-01,-1.22124217e-01,-1.02022588e-01,1.13722958e-01,1.89433366e-01,8.24595541e-02,-1.03387132e-03,1.74046010e-01,9.53776166e-02,-2.02083990e-01,3.86461169e-02
-1.30428895e-01,1.39654115e-01,-1.11034140e-01,-7.00367615e-02,-1.91957086e-01,8.84807035e-02,1.44234523e-01,7.71616474e-02,4.50981557e-02,2.02094361e-01,-5.88467307e-02,-1.38284758e-01,1.17563620e-01,1.19840004e-01,1.76989958e-01,6.70687575e-03,-1.18790522e-01,-6.50442317e-02,1.09467708e-01,1.87892631e-01
-6.51145875e-02,7.69022033e-02,-4.42759618e-02,-6.78189248e-02,1.00600116e-01,-1.69311702e-01,4.77224290e-02,-6.80301636e-02,2.17067212e-01,-3.19116376e-02,-1.76510215e-01,-7.35337362e-02,1.29193306e-01,1.78168222e-01,-1.24691159e-01,-4.91407104e-02,1.99459851e-01,1.18458308e-01,1.93228990e-01,-2.15722263e-01
