0.365883,0.18701863
-0.6207365,0.06376943
0.43403783,-0.35506275
-0.6848141,0.24083558
-0.03687869,0.65958494
0.6551477,0.08172882
0.64201015,-0.14036846
-0.13993958,0.63721466
-0.16067919,-0.24309103
-0.12755746,0.17430964
-0.56592196,0.42280516
0.32671496,-0.6596326
0.34819666,0.5316432
0.450685,-0.33514112
-0.6136906,-0.44941765
0.57832515,-0.38513038
-0.43259764,0.22757941
0.1561696,-0.0369466
-0.42651573,0.008929
0.37980822,0.0541719
0.05038045,-0.16219154
0.49090472,0.09178007
0.14950924,-0.19216458
0.07387001,0.15277879
-0.25381166,0.60024184
-0.3768703,0.2805984
0.59370756,0.36435312
-0.6554652,0.578543
0.12715149,-0.307949
-0.5401863,-0.10047945
-0.44039795,0.15928516
0.42893913,0.6141157
-0.34987593,-0.46925962
-0.2898122,-0.5001965
0.5308124,0.4315352
0.23230211,-0.51755756
0.5709051,-0.33529866
-0.30294088,-0.47951454
-0.4472014,-0.08323468
-0.25272366,0.6864583
0.00251575,0.37733784
0.0715389,0.41513216
-0.26624164,-0.00382084
-0.43644288,0.40093538
-0.1156362,0.2594828
0.05477732,-0.61230576
0.6706019,0.6602838
-0.40572372,-0.4995538
-0.7033592,0.582877
0.5390842,-0.27366272

