2.74876386e-01,-1.83332458e-01
-5.62256753e-01,3.71803463e-01
-3.90126139e-01,-5.45238256e-01
3.45605224e-01,-5.89297295e-01
-1.17537208e-01,3.52314800e-01
8.66273884e-03,-4.97048229e-01
-6.29816830e-01,6.52834177e-02
-3.11826825e-01,-1.05753057e-01
3.91442388e-01,-3.51433069e-01
-5.39888442e-01,4.77157708e-04
6.56484604e-01,-4.88671549e-02
-5.36057949e-01,-5.20665526e-01
5.72182238e-01,-2.56241441e-01
2.08307073e-01,-6.65609241e-01
9.82196629e-02,-3.20505321e-01
1.05244845e-01,1.89549595e-01
4.93504286e-01,3.31999302e-01
-2.54643381e-01,-6.21746778e-01
-5.00389159e-01,-3.55187535e-01
-5.13293922e-01,-2.15192601e-01
-2.15566363e-02,5.47431529e-01
1.01451583e-01,1.12441115e-01
-1.90482020e-01,1.62240133e-01
-6.36744738e-01,6.15892649e-01
3.14007811e-02,9.62402523e-02
1.29880190e-01,5.13329590e-03
-3.37863833e-01,-5.08003652e-01
-5.12791514e-01,3.60190384e-02
3.59271280e-02,-3.57883424e-01
-3.32924396e-01,5.64882755e-01
-5.18068783e-02,-4.30260338e-02
4.29431409e-01,7.89636821e-02
-1.35184517e-02,-5.02495319e-02
5.40758908e-01,4.03369330e-02
6.13375366e-01,-3.01982667e-02
-6.89197704e-02,3.74945194e-01
-1.07162587e-01,4.55422401e-01
-2.57812589e-01,5.54082632e-01
2.41098031e-01,1.92984223e-01
5.15958130e-01,6.65772319e-01
6.48368662e-03,-4.30071503e-01
-1.86920047e-01,-3.73111427e-01
-6.43524468e-01,5.01654267e-01
2.81068832e-01,-5.09883285e-01
-1.69381037e-01,3.26801479e-01
-4.31369126e-01,-6.28646851e-01
-5.17160475e-01,-4.94373918e-01
3.89128625e-02,3.06859434e-01
6.04763985e-01,5.23199916e-01
-4.54711854e-01,4.41096961e-01

