-0.11884347,0.29481632
-0.05247526,0.22232977
-0.01519293,-0.23641858
-0.11214916,-0.4659893
-0.54107016,-0.03303568
0.02849481,0.13090904
-0.24948013,-0.30608466
-0.50292826,0.506102
0.43111426,0.46936727
-0.16823299,-0.45794117
0.33081284,0.09129295
-0.04797069,0.64395195
0.24436645,-0.15204942
0.2610906,0.5354134
0.00123491,0.4349743
0.44862327,-0.1294445
0.42965087,0.7011155
0.48401335,0.3057773
0.5506578,-0.06805292
-0.1863668,-0.580893
-0.11268131,0.5225454
0.08942012,0.41100323
-0.30012268,-0.12982899
-0.2584494,-0.27326405
-0.63657236,0.43268406
0.24254131,0.21150702
-0.12128199,-0.3939726
0.22393082,0.33839878
0.43719545,0.3906317
-0.4513972,0.5835709
0.5205791,-0.22873324
0.19289981,0.33989623
-0.02479078,0.05075577
0.6631556,0.05941897
0.18988363,-0.24246885
0.4132264,0.42109457
0.02268471,-0.16188315
0.53171295,0.51051366
-0.44712287,0.04158182
0.547163,-0.59382856
-0.39471304,-0.40496075
-0.22095516,-0.540084
-0.44086224,0.22560248
0.5253859,0.0066384
0.66995734,0.02576206
0.62099695,-0.31727922
-0.13998927,0.03240021
-0.32853574,-0.5273497
-0.12641893,-0.25974673
-0.02267015,-0.07139818

