1,21,0.015557050704956055,2.030304431915283,1.0,-0.7,1.0,-0.7,-29.58850803699456,-29.58850803699456,-10.242023716047271,-10.242023716047271
1,22,0.01361227035522461,1.5029635429382324,1.0,-0.7,1.0,-0.7,-50.15148411694304,-50.15148411694304,-30.01704770139756,-30.01704770139756
1,23,0.014576911926269531,1.4593050479888916,-0.3756194363107104,0.6756194363107104,-0.7,1.0,3.0546994368202314,13.670255603598536,18.45955295490963,22.314030439478408
1,24,0.01396322250366211,3.72877836227417,-0.013187803423570066,0.31318780342357,-1.415075900901286e-07,0.3000001415075901,57.75047005592545,57.43926010408804,60.09731634289652,59.94154257884269
1,25,0.01425027847290039,2.434659004211426,0.0014791149565445139,0.29852088504345553,0.18234551989417438,0.1176544801058256,60.44942388762835,58.736771052304235,64.91678207190854,63.15031157836347
1,26,0.014197349548339844,2.3887486457824707,0.0582504607115828,0.24174953928841725,0.13597402494400193,0.16402597505599806,30.30910832713641,30.348727023753394,34.77854836777251,34.64793366548076
1,27,0.013938426971435547,2.966789484024048,-0.019750987234765982,0.3197509872347659,0.019168858989217386,0.2808311410107826,55.69378172632336,55.58734431351359,59.4123981898648,59.417748568659626
1,28,0.014378547668457031,1.5263805389404297,-0.7,1.0,-0.7,1.0,-21.89882138581735,-21.89882138581735,1.2079368454214454,1.2079368454214454
1,29,0.01429891586303711,1.5457887649536133,1.0,-0.7,1.0,-0.7,-48.696317909582156,-48.696317909582156,-26.304392383915467,-26.304392383915467
1,30,0.014827489852905273,0.755699634552002,-0.7,1.0,-0.7,1.0,-47.02251762994176,-47.02251762994176,-30.218922096510113,-30.218922096510113
2,21,0.014140129089355469,2.5541834831237793,0.11831895842848406,0.181681041571516,0.11850927354001128,0.1814907264599887,46.15936472868085,46.15991602116892,48.98638750021352,48.987206360452525
2,22,0.014134407043457031,2.9556939601898193,0.11289031134929228,0.18710968865070776,0.11020018676068055,0.18979981323931944,44.48908733064949,44.49168715167223,47.683330086405974,47.72787751359294
2,23,0.013991355895996094,2.5675785541534424,-0.7,1.0,0.11516782206385609,0.1848321779361439,43.079805249341696,40.01314014395458,61.59604878359602,63.48786882934977
2,24,0.013946056365966797,5.471576452255249,-0.38290245151912194,0.682902451519122,0.1289198405206912,0.1710801594793088,43.45318754342248,40.02013534397709,63.07978207591753,51.37223576872401
2,25,0.013848066329956055,4.429795265197754,0.14322321947886674,0.1567767805211333,0.14001601467228167,0.15998398532771832,45.96245936387225,45.93110403038826,49.46800241451827,49.40887526986249
2,26,0.014330625534057617,1.889875888824463,0.14316945349281363,0.1568305465071862,0.14228390028547336,0.15771609971452663,46.47762451257366,46.49272963202577,50.597478022169746,50.6040178829769
2,27,0.014159679412841797,3.9088001251220703,-0.2949649351016411,0.5949649351016411,0.01836931125399771,0.2816306887460023,46.09474663983789,48.67660182214137,59.00941140634384,58.08216127093237
2,28,0.014841794967651367,4.888031482696533,0.12504517470265952,0.1749548252973403,0.11544985548170078,0.1845501445182992,46.024323796035596,45.96700260117852,48.94477037351601,48.56076039889018
2,29,0.0163271427154541,3.9484004974365234,0.10383343531984335,0.1961665646801567,0.10896537219029387,0.19103462780970612,44.96866154594783,44.97847865673708,47.64179713959782,47.55587446272437
2,30,0.014276504516601562,3.0924904346466064,0.14550750630687892,0.1544924936931209,0.15332285404984047,0.14667714595015952,45.75037042602366,45.66546800342822,48.92990676554879,48.65111418702918
3,21,0.014030694961547852,1.9313983917236328,0.09069632704776143,0.20930367295223862,0.1682154415334277,0.13178455846657228,60.464429294663006,59.471828132624736,62.14779235053696,62.36739011935123
3,22,0.01555013656616211,1.4559578895568848,0.3139161436458733,-0.013916143645873236,0.1670135234086899,0.13298647659131008,43.27849170572059,41.297768991338685,45.044956370892336,45.544352273082815
3,23,0.013899803161621094,0.7795648574829102,-0.7,1.0,-0.7,1.0,21.728584202200953,21.728584202200953,41.68571029185421,41.68571029185421
3,24,0.014049530029296875,3.171813726425171,0.11992081208955319,0.18007918791044686,0.11919108260295727,0.18080891739704272,60.77581522565329,60.77709284331407,64.80455118332998,64.80164071564754
3,25,0.013876199722290039,2.5287232398986816,0.1883467307084734,0.11165326929152664,0.08661678756816113,0.21338321243183886,36.24919042948297,33.61310681969446,38.44447979535455,38.82543464198817
3,26,0.014604806900024414,0.7618803977966309,1.0,-0.7,1.0,-0.7,-94.55821481952422,-94.55821481952422,-79.31140533306065,-79.31140533306065
3,27,0.014261484146118164,0.7596991062164307,1.0,-0.7,1.0,-0.7,-35.2697647464738,-35.2697647464738,-13.398597309552077,-13.398597309552077
3,28,0.01596546173095703,1.4750714302062988,-0.7,1.0,-0.7,1.0,-17.018536151098104,-17.018536151098104,13.963797420185498,13.963797420185498
3,29,0.013801097869873047,2.515960216522217,0.24584657811493416,0.05415342188506589,0.22826761150042782,0.07173238849957217,58.500966040768,58.309904362229794,60.63206250627635,60.46820524489639
3,30,0.013728857040405273,1.300051212310791,0.31075005442727877,-0.010750054427278721,0.2062267437762132,0.09377325622378678,63.08523080248234,59.8500553010482,64.56837692553181,62.98177096541575
